name_urn,name,language_urn,language,gender,name_type
Q220401,Zopf,Q188,German,NA,surname
Q222105,Jääskeläinen,Q1412,Finnish,NA,surname
Q226761,Zorn,Q9063,Slovene,NA,surname
Q230225,Zupančič,Q9063,Slovene,NA,surname
Q230229,Hecht,Q188,German,NA,surname
Q233193,Wesley,Q1860,English,NA,surname
Q237732,Tyshchenko,Q8798,Ukrainian,NA,surname
Q242426,Leconte,Q150,French,NA,surname
Q243304,Langevin,Q150,French,NA,surname
Q245145,Zwyssig,Q387066,Swiss German,NA,surname
Q263542,Griffith,Q1860,English,NA,surname
Q264344,Davidsson,Q9027,Swedish,NA,surname
Q267326,Dekker,Q7411,Dutch,NA,surname
Q271313,Åström,Q9027,Swedish,NA,surname
Q272332,Çakmak,Q256,Turkish,NA,surname
Q272853,Çiçek,Q256,Turkish,NA,surname
Q279478,O'Hagan,Q9142,Irish,NA,surname
Q285912,Nicolai,Q7411,Dutch,NA,surname
Q290348,Fehér,Q9067,Hungarian,NA,surname
Q292880,Ó Cuív,Q9142,Irish,NA,surname
Q297063,Schott,Q188,German,NA,surname
Q297574,Önal,Q256,Turkish,NA,surname
Q298283,Östberg,Q9027,Swedish,NA,surname
Q298325,Österberg,Q9027,Swedish,NA,surname
Q300676,Aabech,Q9035,Danish,NA,surname
Q300775,Aadland,Q9043,Norwegian,NA,surname
Q300824,Aakula,Q1412,Finnish,NA,surname
Q300990,Aamodt,Q9043,Norwegian,NA,surname
Q301610,Aaron,Q1860,English,NA,surname
Q303183,Aarts,Q7411,Dutch,NA,surname
Q304622,Izzet,Q256,Turkish,NA,surname
Q306749,Abbott,Q1860,English,NA,surname
Q307771,Özdilek,Q256,Turkish,NA,surname
Q307776,Özdoğan,Q256,Turkish,NA,surname
Q307783,Özer,Q256,Turkish,NA,surname
Q307878,Özhan,Q256,Turkish,NA,surname
Q307914,Özkök,Q256,Turkish,NA,surname
Q307944,Özmert,Q256,Turkish,NA,surname
Q307945,Özoğuz,Q256,Turkish,NA,surname
Q321251,Abildgaard,Q9035,Danish,NA,surname
Q327106,Heracleum,Q9063,Slovene,NA,surname
Q331445,Abril,Q1321,Spanish,NA,surname
Q334893,Ünal,Q256,Turkish,NA,surname
Q335668,Þorsteinsson,Q294,Icelandic,NA,surname
Q395503,Agosti,Q652,Italian,NA,surname
Q399710,De Bruijn,Q7411,Dutch,NA,surname
Q400508,Ahlgren,Q9027,Swedish,NA,surname
Q403153,Ài,Q7850,Chinese,NA,surname
Q403433,de Jong,Q7411,Dutch,NA,surname
Q404721,Macpherson,Q1860,English,NA,surname
Q405906,Hicks,Q1860,English,NA,surname
Q409677,Ambrosini,Q652,Italian,NA,surname
Q409995,Coltrane,Q1860,English,NA,surname
Q412179,Wilk,Q1860,English,NA,surname
Q413535,Kosinski,Q1860,English,NA,surname
Q414325,Cantoni,Q652,Italian,NA,surname
Q414592,Rapp,Q150,French,NA,surname
Q414927,Greenspan,Q1860,English,NA,surname
Q415399,Lahti,Q1412,Finnish,NA,surname
Q415460,Dufour,Q150,French,NA,surname
Q415564,Akalın,Q256,Turkish,NA,surname
Q416943,Akdağ,Q256,Turkish,NA,surname
Q416960,Akdemir,Q256,Turkish,NA,surname
Q417600,Akgül,Q256,Turkish,NA,surname
Q419161,Rey,Q1321,Spanish,NA,surname
Q419460,Weinert,Q188,German,NA,surname
Q420404,Frenkel,Q188,German,NA,surname
Q421604,Aksoy,Q256,Turkish,NA,surname
Q421649,Kenyon,Q1860,English,NA,surname
Q424429,Akyol,Q256,Turkish,NA,surname
Q424447,Akyüz,Q256,Turkish,NA,surname
Q426463,Lewis,Q1860,English,NA,surname
Q428024,Klein,Q188,German,NA,surname
Q428664,Saionji,Q5287,Japanese,NA,surname
Q431274,Glover,Q1860,English,NA,surname
Q431758,Nagy,Q9067,Hungarian,NA,surname
Q431890,Barrett,Q1860,English,NA,surname
Q449411,Bennett,Q1860,English,NA,surname
Q449508,Okada,Q5287,Japanese,NA,surname
Q450440,Karpinski,Q809,Polish,NA,surname
Q451705,Amadei,Q652,Italian,NA,surname
Q452023,Gibb,Q1860,English,NA,surname
Q474185,Amoruso,Q652,Italian,NA,surname
Q474666,Garfinkel,Q8641,Yiddish,NA,surname
Q18549,Bowers,Q1860,English,NA,surname
Q25229,Kern,Q188,German,NA,surname
Q28657,Fotopoulos,Q9129,Greek,NA,surname
Q32876,De Lange,Q7411,Dutch,NA,surname
Q46767,Meyer,Q188,German,NA,surname
Q59853,Jones,Q1860,English,NA,surname
Q116425,Bjarnason,Q294,Icelandic,NA,surname
Q116974,Marashi,Q9168,Persian,NA,surname
Q117469,Tsintsadze,Q8108,Georgian,NA,surname
Q119444,Blacher,Q188,German,NA,surname
Q120050,Neuberger,Q188,German,NA,surname
Q120268,Aaker,Q1860,English,NA,surname
Q120401,Kennedy,Q1860,English,NA,surname
Q122787,Bellucci,Q652,Italian,NA,surname
Q126642,Erdinç,Q256,Turkish,NA,surname
Q127040,Mutlu,Q256,Turkish,NA,surname
Q127706,Țițeica,Q7913,Romanian,NA,surname
Q131983,Sturm,Q188,German,NA,surname
Q138887,Radulović,Q9301,Serbo-Croatian,NA,surname
Q139281,Zacchia,Q652,Italian,NA,surname
Q144532,Zając,Q809,Polish,NA,surname
Q144724,Téllez,Q1321,Spanish,NA,surname
Q145210,Weiss,Q188,German,NA,surname
Q164892,Fernández,Q1321,Spanish,NA,surname
Q167812,Zayas,Q1321,Spanish,NA,surname
Q177276,Reichmann,Q188,German,NA,surname
Q179205,Mitchell,Q1860,English,NA,surname
Q180158,Jóhannsson,Q294,Icelandic,NA,surname
Q181502,Daniel,Q1860,English,NA,surname
Q184882,Zeilberger,Q188,German,NA,surname
Q187724,Özçelik,Q256,Turkish,NA,surname
Q189182,Zelman,Q8641,Yiddish,NA,surname
Q189537,Zengin,Q256,Turkish,NA,surname
Q198785,Ziegenfuss,Q188,German,NA,surname
Q198857,Ziegler,Q188,German,NA,surname
Q200983,Cevdet,Q256,Turkish,NA,surname
Q203052,Patrick,Q1860,English,NA,surname
Q203541,Zimmer,Q188,German,NA,surname
Q205199,Zinserling,Q188,German,NA,surname
Q212729,Duverger,Q150,French,NA,surname
Q337919,Acar,Q256,Turkish,NA,surname
Q340322,Achillini,Q652,Italian,NA,surname
Q341736,Čáp,Q9056,Czech,NA,surname
Q342908,Madariaga,Q1321,Spanish,NA,surname
Q343988,İpek,Q256,Turkish,NA,surname
Q344924,Pandey,Q1568,Hindi,NA,surname
Q345052,Acél,Q9067,Hungarian,NA,surname
Q345596,Jurowski,Q7737,Russian,NA,surname
Q346860,Schaller,Q188,German,NA,surname
Q347592,Ostapenko,Q7737,Russian,NA,surname
Q347929,Wilkinson,Q1860,English,NA,surname
Q348915,Parviainen,Q1412,Finnish,NA,surname
Q348969,Maccarone,Q652,Italian,NA,surname
Q349866,Redknapp,Q1860,English,NA,surname
Q351567,Adamczyk,Q809,Polish,NA,surname
Q351601,Adamič,Q9063,Slovene,NA,surname
Q351735,Adams,Q1860,English,NA,surname
Q352821,Addams,Q1860,English,NA,surname
Q355482,Ilyushin,Q7737,Russian,NA,surname
Q356559,Sandoval,Q1321,Spanish,NA,surname
Q356969,Adickes,Q1860,English,NA,surname
Q358485,Adlersparre,Q9027,Swedish,NA,surname
Q359502,Maurer,Q188,German,NA,surname
Q362091,Polonsky,Q7737,Russian,NA,surname
Q363990,Savchuk,Q8798,Ukrainian,NA,surname
Q366032,Adomaitis,Q9083,Lithuanian,NA,surname
Q371003,Hornung,Q188,German,NA,surname
Q371852,Josipović,Q6654,Croatian,NA,surname
Q381802,Aerts,Q1860,English,NA,surname
Q382779,Eren,Q256,Turkish,NA,surname
Q383010,Pérez,Q1321,Spanish,NA,surname
Q383113,Dean,Q1860,English,NA,surname
Q384162,Łukaszewicz,Q809,Polish,NA,surname
Q387640,Borodin,Q7737,Russian,NA,surname
Q388010,Şahan,Q256,Turkish,NA,surname
Q388114,Şakir,Q256,Turkish,NA,surname
Q388231,Şamdereli,Q256,Turkish,NA,surname
Q388777,Şen,Q256,Turkish,NA,surname
Q390541,Şimşek,Q256,Turkish,NA,surname
Q391733,Šivic,Q9063,Slovene,NA,surname
Q392492,Štrukelj,Q9063,Slovene,NA,surname
Q392506,Štuhec,Q9063,Slovene,NA,surname
Q392641,Šukys,Q9083,Lithuanian,NA,surname
Q392710,Šutej,Q9063,Slovene,NA,surname
Q392745,Švedas,Q9083,Lithuanian,NA,surname
Q393830,Žemva,Q9063,Slovene,NA,surname
Q394187,Živný,Q9056,Czech,NA,surname
Q394314,Župančič,Q9063,Slovene,NA,surname
Q394343,Žvižej,Q9063,Slovene,NA,surname
Q395215,Agolli,Q8748,Albanian,NA,surname
Q477265,Kumar,Q9063,Slovene,NA,surname
Q482015,Acsádi,Q9067,Hungarian,NA,surname
Q484945,Janjić,Q9299,Serbian,NA,surname
Q503229,Andreou,Q36510,Modern Greek,NA,surname
Q503616,Ademar,Q5146,Portuguese,NA,surname
Q520045,Procter,Q1860,English,NA,surname
Q523797,Andrén,Q9027,Swedish,NA,surname
Q524209,Waldmann,Q188,German,NA,surname
Q533594,Manetti,Q652,Italian,NA,surname
Q535214,King,Q1860,English,NA,surname
Q535850,Forlán,Q1321,Spanish,NA,surname
Q548106,Gourcuff,Q150,French,NA,surname
Q552110,Agárdi,Q9067,Hungarian,NA,surname
Q552193,Agócs,Q9067,Hungarian,NA,surname
Q556189,Aknai,Q9067,Hungarian,NA,surname
Q573375,Schreiber,Q188,German,NA,surname
Q580999,Wachter,Q1860,English,NA,surname
Q590150,Sasu,Q7913,Romanian,NA,surname
Q593218,Wilkerson,Q1860,English,NA,surname
Q593855,Alimov,Q7737,Russian,NA,surname
Q612479,Koehler,Q188,German,NA,surname
Q615898,Aono,Q5287,Japanese,NA,surname
Q639901,Leontyev,Q7737,Russian,NA,surname
Q646155,Szymański,Q809,Polish,NA,surname
Q647610,Hedberg,Q9027,Swedish,NA,surname
Q656179,Samuel,Q1860,English,NA,surname
Q656767,Gundersen,Q9035,Danish,NA,surname
Q657042,Van Egmond,Q7411,Dutch,NA,surname
Q1457594,Sjöstrand,Q9027,Swedish,NA,surname
Q1465844,Osterc,Q9063,Slovene,NA,surname
Q1467685,Zombory,Q9067,Hungarian,NA,surname
Q1468136,Lauterbach,Q188,German,NA,surname
Q1469161,Ábrányi,Q9067,Hungarian,NA,surname
Q1469854,Newton,Q1860,English,NA,surname
Q1470501,Frost,Q1860,English,NA,surname
Q1471443,Whitfield,Q1860,English,NA,surname
Q1471827,Fröschl,Q188,German,NA,surname
Q1472228,Yusufoğlu,Q256,Turkish,NA,surname
Q1472812,Jakes,Q1860,English,NA,surname
Q1473167,Fujii,Q5287,Japanese,NA,surname
Q1473213,Fujimura,Q5287,Japanese,NA,surname
Q1473264,Fujita,Q5287,Japanese,NA,surname
Q1475383,Lapajne,Q9063,Slovene,NA,surname
Q1479191,Richardson,Q1860,English,NA,surname
Q1480153,Förster,Q188,German,NA,surname
Q1484464,Bush,Q1860,English,NA,surname
Q1491359,Gaisford,Q1860,English,NA,surname
Q1492793,Galvão,Q5146,Portuguese,NA,surname
Q1492965,Gambini,Q652,Italian,NA,surname
Q1494488,Garrity,Q1860,English,NA,surname
Q1496638,Schmid,Q188,German,NA,surname
Q1496779,Nicolaï,Q150,French,NA,surname
Q1499320,Schneersohn,Q188,German,NA,surname
Q1503129,Koulibaly,Q33243,Bambara,NA,surname
Q1507212,Herlovsen,Q9043,Norwegian,NA,surname
Q1513151,Stamsnijder,Q7411,Dutch,NA,surname
Q1513274,Plowman,Q1860,English,NA,surname
Q1514539,Gerok,Q188,German,NA,surname
Q1515083,Gerstenmaier,Q20923490,multiple languages,NA,surname
Q1357257,Ernst,Q188,German,NA,surname
Q1359109,Scarpa,Q652,Italian,NA,surname
Q1361241,Erol,Q256,Turkish,NA,surname
Q1361412,Eroğlu,Q256,Turkish,NA,surname
Q1362661,Hahn,Q188,German,NA,surname
Q1362756,Schreiner,Q188,German,NA,surname
Q1363678,Günther,Q188,German,NA,surname
Q1368583,Essek,Q188,German,NA,surname
Q1370531,Meister,Q188,German,NA,surname
Q1371950,Freytag,Q188,German,NA,surname
Q1371968,Le Bihan,Q150,French,NA,surname
Q1374920,Foran,Q1860,English,NA,surname
Q1375012,Hoey,Q1860,English,NA,surname
Q1381422,Hladnik,Q9063,Slovene,NA,surname
Q1385807,Eyjólfsson,Q294,Icelandic,NA,surname
Q1385931,Eyzaguirre,Q1321,Spanish,NA,surname
Q1387359,McLaughlin,Q1860,English,NA,surname
Q1389711,Kidrič,Q9063,Slovene,NA,surname
Q1390459,Fabinyi,Q9067,Hungarian,NA,surname
Q1390707,Myers,Q1860,English,NA,surname
Q1391000,Facetti,Q652,Italian,NA,surname
Q1391305,Schuster,Q188,German,NA,surname
Q1393110,Faircloth,Q1860,English,NA,surname
Q1393924,Humphries,Q1860,English,NA,surname
Q1394128,Holmgren,Q9027,Swedish,NA,surname
Q1394815,Fontaine,Q150,French,NA,surname
Q1396644,Faria,Q5146,Portuguese,NA,surname
Q1397060,Farquharson,Q1860,English,NA,surname
Q1397072,Flores,Q1321,Spanish,NA,surname
Q1399288,Fearnley,Q1860,English,NA,surname
Q1399621,Reiter,Q188,German,NA,surname
Q1404552,Künzel,Q188,German,NA,surname
Q1404939,Feo,Q1321,Spanish,NA,surname
Q1406346,Ferk,Q9063,Slovene,NA,surname
Q1407382,Fernström,Q9027,Swedish,NA,surname
Q1407594,Ferrari,Q652,Italian,NA,surname
Q1408398,Hennigan,Q9142,Irish,NA,surname
Q1409748,Bach,Q188,German,NA,surname
Q1416908,Lippert,Q188,German,NA,surname
Q1416988,Lautensack,Q188,German,NA,surname
Q1418277,Walcher,Q188,German,NA,surname
Q1422706,Grimm,Q188,German,NA,surname
Q1426311,Flack,Q1860,English,NA,surname
Q1426957,Flamm,Q188,German,NA,surname
Q1427982,Fleming,Q1860,English,NA,surname
Q1428391,Fliegel,Q188,German,NA,surname
Q1429529,Florescu,Q7913,Romanian,NA,surname
Q1430992,Kristl,Q9063,Slovene,NA,surname
Q1434827,Flügel,Q188,German,NA,surname
Q1435352,Folger,Q1860,English,NA,surname
Q1435503,Haberer,Q188,German,NA,surname
Q1435795,Fontana,Q652,Italian,NA,surname
Q1436608,Forbes-Robertson,Q1860,English,NA,surname
Q1437846,Waldman,Q188,German,NA,surname
Q1437850,Forner,Q1321,Spanish,NA,surname
Q1438720,Hiller,Q188,German,NA,surname
Q1439408,Fossati,Q652,Italian,NA,surname
Q1440104,Fowler,Q1860,English,NA,surname
Q1444548,Franke,Q188,German,NA,surname
Q1444604,Bell,Q1860,English,NA,surname
Q1445048,Prechtel,Q188,German,NA,surname
Q1445098,Frankiewicz,Q809,Polish,NA,surname
Q1451523,Frauchiger,Q188,German,NA,surname
Q1453326,Fredriksson,Q9027,Swedish,NA,surname
Q1454247,Ipavec,Q9063,Slovene,NA,surname
Q1454764,Freitag,Q188,German,NA,surname
Q1521106,Geyer,Q188,German,NA,surname
Q1521830,Ghorbani,Q9168,Persian,NA,surname
Q1522852,Gibbons,Q1860,English,NA,surname
Q1523513,Schürmann,Q188,German,NA,surname
Q1525279,Giongo,Q652,Italian,NA,surname
Q1525419,Sfeir,Q13955,Arabic,NA,surname
Q1528881,Jelinčič,Q9063,Slovene,NA,surname
Q1530204,Gleeson,Q9142,Irish,NA,surname
Q1533615,Suzuki,Q5287,Japanese,NA,surname
Q1533834,Godina,Q9063,Slovene,NA,surname
Q1534722,McInnis,Q1860,English,NA,surname
Q1535921,Goldmann,Q188,German,NA,surname
Q1536980,Guerrero,Q1321,Spanish,NA,surname
Q1537097,Kirchhoff,Q188,German,NA,surname
Q1537750,Goosmann,Q25433,Low German,NA,surname
Q1537839,Pressler,Q188,German,NA,surname
Q1541132,Graczyk,Q809,Polish,NA,surname
Q1544042,Gray,Q1860,English,NA,surname
Q1544163,Lawrence,Q1860,English,NA,surname
Q1544694,Greene,Q1860,English,NA,surname
Q1544833,Greenwood,Q1860,English,NA,surname
Q1545549,Greiner,Q52040,High German languages,NA,surname
Q1545653,Grenander,Q9027,Swedish,NA,surname
Q1546592,Griffin,Q1860,English,NA,surname
Q1546748,Grilc,Q9063,Slovene,NA,surname
Q1550403,Mattsson,Q9027,Swedish,NA,surname
Q1551523,Hall,Q1860,English,NA,surname
Q1555353,Gusenbauer,Q188,German,NA,surname
Q1556992,Sneijder,Q7411,Dutch,NA,surname
Q1557438,Schubert,Q188,German,NA,surname
Q1559094,Gísladóttir,Q294,Icelandic,NA,surname
Q1559123,Gómez,Q1321,Spanish,NA,surname
Q1559337,Göllner,Q188,German,NA,surname
Q1559478,Göransson,Q9027,Swedish,NA,surname
Q1559692,Hartig,Q188,German,NA,surname
Q1560149,Gültekin,Q256,Turkish,NA,surname
Q1560185,Günay,Q256,Turkish,NA,surname
Q1560187,Günaydın,Q256,Turkish,NA,surname
Q1560232,Güngör,Q256,Turkish,NA,surname
Q1562044,Gürel,Q256,Turkish,NA,surname
Q1565753,Johnston,Q1860,English,NA,surname
Q1566218,McGlone,Q1860,English,NA,surname
Q1569502,Hainisch,Q1860,English,NA,surname
Q1572590,Hamadeh,Q13955,Arabic,NA,surname
Q1572830,Pursell,Q1860,English,NA,surname
Q1572864,Pisk,Q9063,Slovene,NA,surname
Q1574229,Hanauer,Q188,German,NA,surname
Q1575030,Handl,Q29540,Bavarian,NA,surname
Q1585134,Hardt,Q188,German,NA,surname
Q1585240,Hareide,Q9043,Norwegian,NA,surname
Q1585307,Hargin,Q9027,Swedish,NA,surname
Q1586017,Harper,Q1860,English,NA,surname
Q1587828,Haruta,Q5287,Japanese,NA,surname
Q1587836,Arutyunyan,Q8785,Armenian,NA,surname
Q1588061,Harðarson,Q294,Icelandic,NA,surname
Q1588417,Hashem,Q13955,Arabic,NA,surname
Q1589306,Hauksson,Q294,Icelandic,NA,surname
Q1591772,Hawtrey,Q1860,English,NA,surname
Q1591888,Hayes,Q1860,English,NA,surname
Q1591965,Haymond,Q1860,English,NA,surname
Q1592471,Osanai,Q5287,Japanese,NA,surname
Q1592801,Levey,Q1860,English,NA,surname
Q1593294,Hedquist,Q9027,Swedish,NA,surname
Q1593296,Hedqvist,Q9027,Swedish,NA,surname
Q1593981,Jeitteles,Q188,German,NA,surname
Q1594190,Vuorinen,Q1412,Finnish,NA,surname
Q1594283,Zhuang,Q7850,Chinese,NA,surname
Q1595911,Hein,Q188,German,NA,surname
Q1596057,Heineman,Q188,German,NA,surname
Q1596799,Hollings,Q1860,English,NA,surname
Q1598871,Pertile,Q652,Italian,NA,surname
Q1607560,Hense,Q188,German,NA,surname
Q1611189,Irmak,Q256,Turkish,NA,surname
Q1614171,Herrera,Q1321,Spanish,NA,surname
Q1614245,Herring,Q1860,English,NA,surname
Q1614581,Herstein,Q809,Polish,NA,surname
Q1615700,Hesse,Q188,German,NA,surname
Q1618000,Higman,Q1860,English,NA,surname
Q1618104,Dalton,Q1860,English,NA,surname
Q1618281,Hildebrand,Q9027,Swedish,NA,surname
Q1620641,Hisataka,Q5287,Japanese,NA,surname
Q1620650,Hiscock,Q1860,English,NA,surname
Q1621126,Hitchens,Q1860,English,NA,surname
Q1622107,Fink,Q9063,Slovene,NA,surname
Q1622710,Hodgson,Q1860,English,NA,surname
Q1624734,Holland,Q1860,English,NA,surname
Q1625915,Karstens,Q188,German,NA,surname
Q1626124,Honma,Q5287,Japanese,NA,surname
Q1628041,Parker,Q1860,English,NA,surname
Q1628315,Hornaday,Q1860,English,NA,surname
Q1632011,Howie,Q1860,English,NA,surname
Q1632580,Hryhorjewa,Q9091,Belarusian,NA,surname
Q1637021,Humby,Q1860,English,NA,surname
Q1637133,Hummels,Q188,German,NA,surname
Q1638273,Sarkozy,Q150,French,NA,surname
Q1638906,Husemann,Q188,German,NA,surname
Q1639508,Hußmann,Q188,German,NA,surname
Q1640039,Hellmann,Q188,German,NA,surname
Q1640958,Pilkington,Q1860,English,NA,surname
Q1643528,Höglund,Q9027,Swedish,NA,surname
Q1644178,Hönig,Q188,German,NA,surname
Q1645480,Wilson,Q1860,English,NA,surname
Q1645815,Van den Heuvel,Q7411,Dutch,NA,surname
Q1646493,Roberts,Q1860,English,NA,surname
Q1652067,Hübner,Q188,German,NA,surname
Q1653083,Stegner,Q188,German,NA,surname
Q1654058,Rodríguez,Q1321,Spanish,NA,surname
Q1655775,Iben,Q9035,Danish,NA,surname
Q1659145,Alessandrini,Q652,Italian,NA,surname
Q1659692,Imamura,Q5287,Japanese,NA,surname
Q1661300,Segers,Q7411,Dutch,NA,surname
Q1661494,Schilling,Q188,German,NA,surname
Q1661617,Sigurbjörnsson,Q294,Icelandic,NA,surname
Q1664744,Mukhin,Q7737,Russian,NA,surname
Q1666953,Mathijsen,Q7411,Dutch,NA,surname
Q1668134,Theodore,Q1860,English,NA,surname
Q1669080,Wallwork,Q1860,English,NA,surname
Q1669110,Rauter,Q9063,Slovene,NA,surname
Q1670666,Sellars,Q1860,English,NA,surname
Q1670971,Michaelsen,Q9035,Danish,NA,surname
Q1671244,Tolbert,Q1860,English,NA,surname
Q1672459,Iremonger,Q1860,English,NA,surname
Q1673702,Isambert,Q150,French,NA,surname
Q1673893,Ishii,Q5287,Japanese,NA,surname
Q1676753,Jaakson,Q9072,Estonian,NA,surname
Q1677238,Yılmazer,Q256,Turkish,NA,surname
Q1677742,Jacobsen,Q9035,Danish,NA,surname
Q1678159,Jacquier,Q150,French,NA,surname
Q1678370,Radwańska,Q809,Polish,NA,surname
Q1678548,Jahn,Q188,German,NA,surname
Q1678872,Jakob,Q188,German,NA,surname
Q1679524,Jakobsen,Q9035,Danish,NA,surname
Q1679557,Jakobson,Q9072,Estonian,NA,surname
Q1679720,Burke,Q1860,English,NA,surname
Q1679997,Pithou,Q150,French,NA,surname
Q1682077,Kakutani,Q5287,Japanese,NA,surname
Q1682550,Janc,Q9063,Slovene,NA,surname
Q1684423,Jazbec,Q9063,Slovene,NA,surname
Q1684585,Kwaśny,Q809,Polish,NA,surname
Q1684971,Pikl,Q9063,Slovene,NA,surname
Q1686377,Jefferis,Q1860,English,NA,surname
Q1687718,Yerofeyev,Q7737,Russian,NA,surname
Q1688492,Jeter,Q1860,English,NA,surname
Q1688722,Williams,Q1860,English,NA,surname
Q1690710,Koç,Q256,Turkish,NA,surname
Q1695785,Lukić,Q9299,Serbian,NA,surname
Q658676,Cooke,Q1860,English,NA,surname
Q661512,Arimori,Q5287,Japanese,NA,surname
Q663233,Jäger,Q188,German,NA,surname
Q669368,Gould,Q1860,English,NA,surname
Q672975,Kahraman,Q256,Turkish,NA,surname
Q696647,Mountbatten-Windsor,Q1860,English,NA,surname
Q699742,Yoo,Q9176,Korean,NA,surname
Q700836,Mangjeol,Q9176,Korean,NA,surname
Q709458,Kang,Q9176,Korean,NA,surname
Q718600,Jīn,Q7850,Chinese,NA,surname
Q720987,Asanuma,Q5287,Japanese,NA,surname
Q723740,Asenov,Q7918,Bulgarian,NA,surname
Q725343,Ashihara,Q5287,Japanese,NA,surname
Q725719,Ashley,Q1860,English,NA,surname
Q733436,Asmussen,Q9035,Danish,NA,surname
Q735211,Horn,Q188,German,NA,surname
Q744608,Kornilov,Q7737,Russian,NA,surname
Q749530,Astle,Q1860,English,NA,surname
Q749831,Leclerc,Q150,French,NA,surname
Q754585,Ateş,Q256,Turkish,NA,surname
Q754762,Athanasiadis,Q36510,Modern Greek,NA,surname
Q756064,Atladóttir,Q294,Icelandic,NA,surname
Q758259,Attwell,Q1860,English,NA,surname
Q761514,Rebelo,Q5146,Portuguese,NA,surname
Q762003,Mesa,Q1321,Spanish,NA,surname
Q762634,Carbonneau,Q150,French,NA,surname
Q762685,van Bronckhorst,Q7411,Dutch,NA,surname
Q764080,Deschamps,Q150,French,NA,surname
Q764600,Favre,Q150,French,NA,surname
Q776106,Aurifaber,Q397,Latin,NA,surname
Q780883,Austin,Q1860,English,NA,surname
Q785816,Messinger,Q21200,Germanic languages,NA,surname
Q786779,Engelmann,Q188,German,NA,surname
Q790280,Avcı,Q256,Turkish,NA,surname
Q790638,Avery,Q1860,English,NA,surname
Q790941,Barton,Q1860,English,NA,surname
Q792582,Axmacher,Q188,German,NA,surname
Q792850,Aycinena,Q1321,Spanish,NA,surname
Q793292,Aysan,Q256,Turkish,NA,surname
Q793403,Ayik,Q256,Turkish,NA,surname
Q797449,Baader,Q188,German,NA,surname
Q798120,Bachelet,Q150,French,NA,surname
Q798591,Bacri,Q150,French,NA,surname
Q803693,Baek,Q9176,Korean,NA,surname
Q803848,Baillot,Q150,French,NA,surname
Q804126,Bajc,Q9063,Slovene,NA,surname
Q804264,Bakayoko,Q150,French,NA,surname
Q804650,Balashov,Q7737,Russian,NA,surname
Q805107,Ball,Q1860,English,NA,surname
Q805491,Baloh,Q9063,Slovene,NA,surname
Q806812,Banko,Q188,German,NA,surname
Q806825,Banks,Q1860,English,NA,surname
Q808374,Barmettler,Q188,German,NA,surname
Q808994,Barry,Q1860,English,NA,surname
Q809264,Barth,Q188,German,NA,surname
Q809435,Bartl,Q9063,Slovene,NA,surname
Q809474,Bartol,Q9063,Slovene,NA,surname
Q809483,Bartolini,Q652,Italian,NA,surname
Q809785,Bazarov,Q7737,Russian,NA,surname
Q811054,Baturin,Q9072,Estonian,NA,surname
Q811552,Baumgarten,Q188,German,NA,surname
Q812568,Baynes,Q1860,English,NA,surname
Q812916,Beale,Q1860,English,NA,surname
Q813731,Beckmann,Q188,German,NA,surname
Q814067,Beer,Q1860,English,NA,surname
Q814559,Behrens,Q188,German,NA,surname
Q814860,Beisel,Q188,German,NA,surname
Q816907,Benedik,Q9063,Slovene,NA,surname
Q817365,Benjamin,Q1860,English,NA,surname
Q1811652,Ledoux,Q150,French,NA,surname
Q1813129,Lehmann,Q188,German,NA,surname
Q1818275,Lenssen,Q188,German,NA,surname
Q1820069,Lepik,Q9072,Estonian,NA,surname
Q1821838,Leveson-Gower,Q1860,English,NA,surname
Q1823755,Liebel,Q52040,High German languages,NA,surname
Q1823947,Liebhart,Q188,German,NA,surname
Q1823948,Liebhardt,Q188,German,NA,surname
Q1826260,Lindquist,Q9027,Swedish,NA,surname
Q1826710,Szabó,Q9067,Hungarian,NA,surname
Q1854289,Marino,Q1321,Spanish,NA,surname
Q1867105,Loboda,Q9063,Slovene,NA,surname
Q1869655,Looff,Q188,German,NA,surname
Q1870035,Lorenz,Q188,German,NA,surname
Q1873014,Lucas,Q1860,English,NA,surname
Q1882407,MacGowan,Q9142,Irish,NA,surname
Q1888692,Manaudou,Q150,French,NA,surname
Q1891133,Manske,Q188,German,NA,surname
Q1893592,Marcinowski,Q7737,Russian,NA,surname
Q1894550,Marek,Q9058,Slovak,NA,surname
Q1895216,Margeirsson,Q294,Icelandic,NA,surname
Q1899728,Marič,Q9063,Slovene,NA,surname
Q1904192,Petiot,Q150,French,NA,surname
Q1904337,McManus,Q1860,English,NA,surname
Q1904557,Rochon,Q150,French,NA,surname
Q1905655,Martins,Q5146,Portuguese,NA,surname
Q1909090,Matsubara,Q5287,Japanese,NA,surname
Q1910737,Mattson,Q9027,Swedish,NA,surname
Q1915243,McKeown,Q1860,English,NA,surname
Q1917648,Mehta,Q5137,Gujarati,NA,surname
Q1918852,Mejstřík,Q9056,Czech,NA,surname
Q1927285,Ouyang,Q7850,Chinese,NA,surname
Q1931196,Michelsen,Q1321,Spanish,NA,surname
Q1931339,Mickelson,Q9043,Norwegian,NA,surname
Q1931391,Mickiewicz,Q9091,Belarusian,NA,surname
Q1932185,Miescher,Q188,German,NA,surname
Q1933731,Mikloško,Q9058,Slovak,NA,surname
Q1934802,Miliband,Q8641,Yiddish,NA,surname
