name_urn,name,language_urn,language,gender,name_type
Q20519599,Černivec,Q9063,Slovene,NA,surname
Q20519604,Černič,Q9063,Slovene,NA,surname
Q20519605,Melanšek,Q9063,Slovene,NA,surname
Q20519606,Glavak,Q9063,Slovene,NA,surname
Q20519607,Koritnik,Q9063,Slovene,NA,surname
Q20519609,Belič,Q9063,Slovene,NA,surname
Q20519611,Četina,Q9063,Slovene,NA,surname
Q20519615,Belousov,Q7737,Russian,NA,surname
Q20519617,Mencin,Q9063,Slovene,NA,surname
Q20519620,Belopavlovič,Q9063,Slovene,NA,surname
Q20519624,Korošak,Q9063,Slovene,NA,surname
Q20519627,Globevnik,Q9063,Slovene,NA,surname
Q20519631,Čibej,Q9063,Slovene,NA,surname
Q20519636,Čopi,Q9063,Slovene,NA,surname
Q20519637,Koruza,Q9063,Slovene,NA,surname
Q20519639,Belčič,Q9063,Slovene,NA,surname
Q20519641,Čopič,Q9063,Slovene,NA,surname
Q20519642,Selak,Q9063,Slovene,NA,surname
Q20519644,Menih,Q9063,Slovene,NA,surname
Q20519647,Čotar,Q9063,Slovene,NA,surname
Q20519650,Koršič,Q9063,Slovene,NA,surname
Q20519651,Čremošnik,Q9063,Slovene,NA,surname
Q20519652,Glogovšek,Q9063,Slovene,NA,surname
Q20519654,Korže,Q9063,Slovene,NA,surname
Q20519656,Glonar,Q9063,Slovene,NA,surname
Q20519657,Benedejčič,Q9063,Slovene,NA,surname
Q20519658,Seme,Q9063,Slovene,NA,surname
Q20519659,Črepinko,Q9063,Slovene,NA,surname
Q20519661,Merljak,Q9063,Slovene,NA,surname
Q20519663,Benedetič,Q9063,Slovene,NA,surname
Q20519664,Črešnar,Q9063,Slovene,NA,surname
Q20519666,Semič,Q9063,Slovene,NA,surname
Q20519667,Mermolja,Q9063,Slovene,NA,surname
Q20519677,Goberman,Q1860,English,NA,surname
Q20519679,Semolič,Q9063,Slovene,NA,surname
Q20519681,Kostanjevec,Q9063,Slovene,NA,surname
Q20519687,Senegačnik,Q9063,Slovene,NA,surname
Q20519688,Mesec,Q9063,Slovene,NA,surname
Q20519689,Benčina,Q9063,Slovene,NA,surname
Q20519690,Črnugelj,Q9063,Slovene,NA,surname
Q20519695,Čufar,Q9063,Slovene,NA,surname
Q20519697,Godec,Q9063,Slovene,NA,surname
Q20519702,Q20519702,Q7737,Russian,NA,surname
Q20519703,Mežek,Q9063,Slovene,NA,surname
Q20519707,Čujec,Q9063,Slovene,NA,surname
Q20519711,Godnič,Q9063,Slovene,NA,surname
Q20519713,Mihalič,Q9063,Slovene,NA,surname
Q20519714,Čuješ,Q9063,Slovene,NA,surname
Q20519716,Berkopec,Q9063,Slovene,NA,surname
Q20519719,Goglidze,Q8108,Georgian,NA,surname
Q20519720,Sešlar,Q9063,Slovene,NA,surname
Q20519722,Sfiligoj,Q9063,Slovene,NA,surname
Q20519723,Berlič,Q9063,Slovene,NA,surname
Q20519724,Kozina,Q9063,Slovene,NA,surname
Q20519725,Mihelj,Q9063,Slovene,NA,surname
Q20519726,Gojčič,Q9063,Slovene,NA,surname
Q20519729,Šabec,Q9063,Slovene,NA,surname
Q20519732,Miheljak,Q9063,Slovene,NA,surname
Q20519734,Kozinc,Q9063,Slovene,NA,surname
Q20519736,Mihelčič,Q9063,Slovene,NA,surname
Q20519741,Miklavčič,Q9063,Slovene,NA,surname
Q20519742,Šarc,Q9063,Slovene,NA,surname
Q20519743,Golavšek,Q9063,Slovene,NA,surname
Q20519745,Simončič,Q9063,Slovene,NA,surname
Q20519748,Kočar,Q9063,Slovene,NA,surname
Q20519750,Golec,Q9063,Slovene,NA,surname
Q20519751,Šarec,Q9063,Slovene,NA,surname
Q20519752,Simčič,Q9063,Slovene,NA,surname
Q20519754,Golja,Q9063,Slovene,NA,surname
Q20519758,Milavec,Q9063,Slovene,NA,surname
Q20519761,Golouh,Q9063,Slovene,NA,surname
Q20519762,Milek,Q9063,Slovene,NA,surname
Q20519763,Šarh,Q9063,Slovene,NA,surname
Q20519766,Košak,Q9063,Slovene,NA,surname
Q20519770,Šarotar,Q9063,Slovene,NA,surname
Q20519771,Golčer,Q9063,Slovene,NA,surname
Q20519772,Košmelj,Q9063,Slovene,NA,surname
Q20519774,Sivkov,Q7737,Russian,NA,surname
Q20519775,Shatilov,Q7737,Russian,NA,surname
Q20519776,Milharčič,Q9063,Slovene,NA,surname
Q20519778,Gombač,Q9063,Slovene,NA,surname
Q20519780,Šaver,Q9063,Slovene,NA,surname
Q20519781,Skaberne,Q9063,Slovene,NA,surname
Q20519784,Koželj,Q9063,Slovene,NA,surname
Q20519787,Šavli,Q9063,Slovene,NA,surname
Q20519793,Šavnik,Q9063,Slovene,NA,surname
Q20519797,Skalar,Q9063,Slovene,NA,surname
Q20519799,Bidovec,Q9063,Slovene,NA,surname
Q20519803,Mirnik,Q9063,Slovene,NA,surname
Q20519805,Šašel,Q9063,Slovene,NA,surname
Q20519807,Skrinjar,Q9063,Slovene,NA,surname
Q16410720,Prikk,Q9072,Estonian,NA,surname
Q16411400,Põllu,Q9072,Estonian,NA,surname
Q16411473,Marksoo,Q9072,Estonian,NA,surname
Q16413377,Luiga,Q9072,Estonian,NA,surname
Q16442772,Adomavičius,Q9083,Lithuanian,NA,surname
Q16444630,Atkočaitis,Q9083,Lithuanian,NA,surname
Q16446063,Brazis,Q9083,Lithuanian,NA,surname
Q16446926,Dambrauskaitė,Q9083,Lithuanian,NA,surname
Q16446963,Danielius,Q9083,Lithuanian,NA,surname
Q16449354,Daugirdas,Q9083,Lithuanian,NA,surname
Q16451397,Germanas,Q9083,Lithuanian,NA,surname
Q16451404,Gerrard,Q1860,English,NA,surname
Q16862772,Villacañas,Q1321,Spanish,NA,surname
Q16862862,Hext,Q1860,English,NA,surname
Q16862933,Haku,Q5287,Japanese,NA,surname
Q16863053,Cot,Q150,French,NA,surname
Q16863271,Celestin,Q9063,Slovene,NA,surname
Q16863303,Navas,Q1321,Spanish,NA,surname
Q16863629,Rykov,Q7737,Russian,NA,surname
Q16864002,Kenton,Q1860,English,NA,surname
Q16864025,Truss,Q1860,English,NA,surname
Q16864277,Midwinter,Q1860,English,NA,surname
Q16864406,Inchausti,Q1321,Spanish,NA,surname
Q16864501,Neuer,Q188,German,NA,surname
Q16864922,Skey,Q1860,English,NA,surname
Q16871631,Kurokawa,Q5287,Japanese,NA,surname
Q16871638,Kurt,Q256,Turkish,NA,surname
Q16871640,Kurtuluş,Q256,Turkish,NA,surname
Q16871644,Kushibiki,Q5287,Japanese,NA,surname
Q16871646,Kusuda,Q5287,Japanese,NA,surname
Q16871649,Kutsuki,Q5287,Japanese,NA,surname
Q16871664,Kvint,Q9035,Danish,NA,surname
Q16871725,La Tour,Q150,French,NA,surname
Q16871726,Laar,Q9072,Estonian,NA,surname
Q16871763,Lake,Q1860,English,NA,surname
Q16871777,Lakomaa,Q1412,Finnish,NA,surname
Q16871789,Lampi,Q1412,Finnish,NA,surname
Q16871795,Lamy,Q150,French,NA,surname
Q16871807,Landman,Q7411,Dutch,NA,surname
Q16871826,Langford,Q1860,English,NA,surname
Q16871830,Langton,Q1860,English,NA,surname
Q16871835,Laning,Q1860,English,NA,surname
Q16871872,Lash,Q1860,English,NA,surname
Q16871926,Law,Q1860,English,NA,surname
Q16871935,Laws,Q1860,English,NA,surname
Q16871937,Lawton,Q1860,English,NA,surname
Q16871942,Layton,Q1860,English,NA,surname
Q16871949,Le Bas,Q150,French,NA,surname
Q16880716,Olson,Q106085,North Germanic languages,NA,surname
Q16880742,Ōnuma,Q5287,Japanese,NA,surname
Q16880760,Öpik,Q9072,Estonian,NA,surname
Q16880768,Orchard,Q1860,English,NA,surname
Q16880775,Ordzhonikidze,Q8108,Georgian,NA,surname
Q16880790,Orlando,Q652,Italian,NA,surname
Q16880796,Oropeza,Q1321,Spanish,NA,surname
Q16880802,Orton,Q1860,English,NA,surname
Q16880810,Ōshima,Q5287,Japanese,NA,surname
Q16880811,Oshiro,Q5287,Japanese,NA,surname
Q16880824,Otaka,Q5287,Japanese,NA,surname
Q16880830,Otsubo,Q5287,Japanese,NA,surname
Q16880869,Oxley,Q1860,English,NA,surname
Q16880872,Oyamada,Q5287,Japanese,NA,surname
Q16880902,Padilla,Q1321,Spanish,NA,surname
Q16880922,Palmer-Tomkinson,Q1860,English,NA,surname
Q16880928,Pancake,Q1860,English,NA,surname
Q18278145,Q18278145,Q7737,Russian,NA,surname
Q18278185,Morais,Q5146,Portuguese,NA,surname
Q18279836,Chereshnev,Q7737,Russian,NA,surname
Q18280520,Q18280520,Q7737,Russian,NA,surname
Q18285021,Posada,Q1321,Spanish,NA,surname
Q18287962,Blasi,Q652,Italian,NA,surname
Q18324361,Morell,Q150,French,NA,surname
Q18324363,Myung,Q9176,Korean,NA,surname
Q18324383,Royal,Q1860,English,NA,surname
Q18324415,Yanagi,Q5287,Japanese,NA,surname
Q18324423,Yoshioka,Q5287,Japanese,NA,surname
Q18324438,Zhilin,Q7737,Russian,NA,surname
Q18324561,Daltrey,Q1860,English,NA,surname
Q18324629,Ham,Q1860,English,NA,surname
Q18324631,Harrel,Q1860,English,NA,surname
Q18325191,Ambrosio,Q1321,Spanish,NA,surname
Q18325838,Lukas,Q9072,Estonian,NA,surname
Q18326562,Höllriegel,Q188,German,NA,surname
Q18326758,Sinisi,Q652,Italian,NA,surname
Q18327304,Simons,Q1860,English,NA,surname
Q18327317,Alfonso,Q1321,Spanish,NA,surname
Q18330954,Glanton,Q1860,English,NA,surname
Q18331010,Hoggarth,Q1860,English,NA,surname
Q19606259,Achard,Q150,French,NA,surname
Q19606400,Yun,Q9176,Korean,NA,surname
Q19607044,Csáki,Q9067,Hungarian,NA,surname
Q19607047,Zsivóczky,Q9067,Hungarian,NA,surname
Q19607233,Bonham,Q1860,English,NA,surname
Q19607235,Bonniwell,Q1860,English,NA,surname
Q19607236,Cotton,Q1860,English,NA,surname
Q19607239,Dewell,Q1860,English,NA,surname
Q19607241,Franks,Q1860,English,NA,surname
Q19607247,Houseman,Q1860,English,NA,surname
Q19607248,Jetton,Q1860,English,NA,surname
Q19607255,Pontifex,Q1860,English,NA,surname
Q19607256,Wrigley,Q1860,English,NA,surname
Q19607271,Waagaard,Q9043,Norwegian,NA,surname
Q19607328,Bayrak,Q256,Turkish,NA,surname
Q19611164,Dimas,Q5146,Portuguese,NA,surname
Q20519810,Šebenik,Q9063,Slovene,NA,surname
Q20519812,Skušek,Q9063,Slovene,NA,surname
Q20519815,Šega,Q9063,Slovene,NA,surname
Q20519816,Skvarča,Q9063,Slovene,NA,surname
Q20519817,Goršič,Q9063,Slovene,NA,surname
Q20519820,Šeme,Q9063,Slovene,NA,surname
Q20519821,Slamnik,Q9063,Slovene,NA,surname
Q20519824,Slanc,Q9063,Slovene,NA,surname
Q20519825,Šemrl,Q9063,Slovene,NA,surname
Q20519827,Goslar,Q9063,Slovene,NA,surname
Q20519828,Slanovec,Q9063,Slovene,NA,surname
Q20519830,Mizerit,Q9063,Slovene,NA,surname
Q20519836,Mišič,Q9063,Slovene,NA,surname
Q20519839,Slavinec,Q9063,Slovene,NA,surname
Q20519842,Blaznik,Q9063,Slovene,NA,surname
Q20519844,Šerbec,Q9063,Slovene,NA,surname
Q20519848,Grabec,Q9063,Slovene,NA,surname
Q20519853,Šercer,Q9063,Slovene,NA,surname
Q20519854,Blažina,Q9063,Slovene,NA,surname
Q20519856,Slodnjak,Q9063,Slovene,NA,surname
Q20519857,Schereschewski,Q7737,Russian,NA,surname
Q20519858,Mlačnik,Q9063,Slovene,NA,surname
Q20519860,Mlejnik,Q9063,Slovene,NA,surname
Q20519861,Šerko,Q9063,Slovene,NA,surname
Q20519862,Gradinjan,Q9063,Slovene,NA,surname
Q20519863,Blok,Q7411,Dutch,NA,surname
Q20519866,Gradišar,Q9063,Slovene,NA,surname
Q20519868,Mlinar,Q9063,Slovene,NA,surname
Q20519871,Gradnik,Q9063,Slovene,NA,surname
Q20519872,Šeruga,Q9063,Slovene,NA,surname
Q20519873,Mlinarič,Q9063,Slovene,NA,surname
Q20519882,Sluga,Q9063,Slovene,NA,surname
Q20519887,Smej,Q9063,Slovene,NA,surname
Q20519888,Šetinc,Q9063,Slovene,NA,surname
Q20519891,Grajzar,Q9063,Slovene,NA,surname
Q20519892,Smolnikar,Q9063,Slovene,NA,surname
Q20519893,Bohanec,Q9063,Slovene,NA,surname
Q20519894,Šešerko,Q9063,Slovene,NA,surname
Q20519896,Šešok,Q9063,Slovene,NA,surname
Q20519899,Bohinjec,Q9063,Slovene,NA,surname
Q20519902,Šifrer,Q9063,Slovene,NA,surname
Q20519904,Grdina,Q9063,Slovene,NA,surname
Q20519905,Bohte,Q9063,Slovene,NA,surname
Q20519906,Šilec,Q9063,Slovene,NA,surname
Q20519907,Snoj,Q9063,Slovene,NA,surname
Q20519911,Bokal,Q9063,Slovene,NA,surname
Q20519913,Šimenc,Q9063,Slovene,NA,surname
Q20519919,Širok,Q9063,Slovene,NA,surname
Q20519922,Širovnik,Q9063,Slovene,NA,surname
Q20519928,Gregorčič,Q9063,Slovene,NA,surname
Q20519931,Bončina,Q9063,Slovene,NA,surname
Q20519936,Šiškovič,Q9063,Slovene,NA,surname
Q20519940,Škafar,Q9063,Slovene,NA,surname
Q20519945,Škamperle,Q9063,Slovene,NA,surname
Q20519947,Q20519947,Q9091,Belarusian,NA,surname
Q20519954,Moškrič,Q9063,Slovene,NA,surname
Q20519957,Sorčan,Q9063,Slovene,NA,surname
Q20519958,Borštnar,Q9063,Slovene,NA,surname
Q20519959,Možina,Q9063,Slovene,NA,surname
Q20519960,Borštnik,Q9063,Slovene,NA,surname
Q20519964,Mrak,Q9063,Slovene,NA,surname
Q20519967,Sosič,Q9063,Slovene,NA,surname
Q20519970,Mramor,Q9063,Slovene,NA,surname
Q20519973,Škrjanc,Q9063,Slovene,NA,surname
Q20519976,Grlj,Q9063,Slovene,NA,surname
Q20519978,Škufca,Q9063,Slovene,NA,surname
Q20519979,Mrlak,Q9063,Slovene,NA,surname
Q20519981,Sotlar,Q9063,Slovene,NA,surname
Q20519982,Grm,Q9063,Slovene,NA,surname
Q20519984,Mrčun,Q9063,Slovene,NA,surname
Q20519985,Škulj,Q9063,Slovene,NA,surname
Q20519990,Mršnik,Q9063,Slovene,NA,surname
Q20519994,Sovinc,Q9063,Slovene,NA,surname
Q20519995,Šlajmer,Q9063,Slovene,NA,surname
Q20519997,Bradač,Q9063,Slovene,NA,surname
Q20519998,Šmalc,Q9063,Slovene,NA,surname
Q20520001,Bradeško,Q9063,Slovene,NA,surname
Q20520008,Sovre,Q9063,Slovene,NA,surname
Q20520009,Grom,Q9063,Slovene,NA,surname
Q20520010,Brajnik,Q9063,Slovene,NA,surname
Q20520011,Muršak,Q9063,Slovene,NA,surname
Q20520017,Muršič,Q9063,Slovene,NA,surname
Q20600988,Matarranz,Q1321,Spanish,NA,surname
Q20630295,Ağaoğlu,Q256,Turkish,NA,surname
Q20638158,Arnáiz,Q1321,Spanish,NA,surname
Q20639862,Soylu,Q256,Turkish,NA,surname
Q20642212,Stegenšek,Q9063,Slovene,NA,surname
Q20646033,Higuchi,Q5287,Japanese,NA,surname
Q20653781,Echeñique,Q1321,Spanish,NA,surname
Q20655795,Pijper,Q7411,Dutch,NA,surname
Q20660958,Petitdemange,Q150,French,NA,surname
Q20661796,Oldrin,Q1860,English,NA,surname
Q20661887,Örbom,Q9027,Swedish,NA,surname
Q20661912,Winblad,Q9027,Swedish,NA,surname
Q20664268,Lattin,Q1860,English,NA,surname
Q20664283,Wahlberg,Q9027,Swedish,NA,surname
Q20664336,Tandberg,Q9043,Norwegian,NA,surname
Q20664348,Cronman,Q9027,Swedish,NA,surname
Q20664672,Tomac,Q9063,Slovene,NA,surname
Q20667143,Enström,Q9027,Swedish,NA,surname
Q20667149,Creedon,Q1860,English,NA,surname
Q20669392,Hahnen,Q188,German,NA,surname
Q20669393,Næss,Q9043,Norwegian,NA,surname
Q20671646,Little,Q1860,English,NA,surname
Q20672250,Díez,Q1321,Spanish,NA,surname
Q20675459,Anania,Q652,Italian,NA,surname
Q20678215,Kalc,Q9063,Slovene,NA,surname
Q20679907,Maclean,Q1860,English,NA,surname
Q20689046,Behr,Q188,German,NA,surname
Q20707849,Dinsmore,Q1860,English,NA,surname
Q20716247,Reis,Q5146,Portuguese,NA,surname
Q20719307,Smythe,Q1860,English,NA,surname
Q20723489,Mäkinen,Q1412,Finnish,NA,surname
Q20726741,Cabrera,Q1321,Spanish,NA,surname
Q20726765,Constable,Q1860,English,NA,surname
Q20726846,Kasai,Q5287,Japanese,NA,surname
Q20726847,Kawai,Q5287,Japanese,NA,surname
Q20726855,Kitada,Q5287,Japanese,NA,surname
Q20726856,Kizawa,Q5287,Japanese,NA,surname
Q20726868,Leatherwood,Q1860,English,NA,surname
Q20726900,Markland,Q1860,English,NA,surname
Q20726907,Mayberry,Q1860,English,NA,surname
Q20727028,Quickenden,Q1860,English,NA,surname
Q20727035,Rank,Q188,German,NA,surname
Q20727043,Reeve,Q1860,English,NA,surname
Q20727059,Roussel,Q150,French,NA,surname
Q20727073,Salo,Q1412,Finnish,NA,surname
Q20727084,Sepe,Q9063,Slovene,NA,surname
Q20727085,Serna,Q1321,Spanish,NA,surname
Q20727104,Slick,Q1860,English,NA,surname
Q20727135,Strawbridge,Q1860,English,NA,surname
Q20727152,Talavera,Q1321,Spanish,NA,surname
Q20727157,Tanigawa,Q5287,Japanese,NA,surname
Q20727165,Timmins,Q1860,English,NA,surname
Q20727176,Trexler,Q188,German,NA,surname
Q20727200,Vainola,Q1412,Finnish,NA,surname
Q20727240,Winslow,Q1860,English,NA,surname
Q20727244,Woodward,Q1860,English,NA,surname
Q20727264,Yoshimizu,Q5287,Japanese,NA,surname
Q20727265,Yūki,Q5287,Japanese,NA,surname
Q20730105,Perrault,Q150,French,NA,surname
Q20730699,Lestrade,Q150,French,NA,surname
Q20731004,Crawford,Q1860,English,NA,surname
Q20742795,Valenzuela,Q1321,Spanish,NA,surname
Q20743032,Karrera,Q8752,Basque,NA,surname
Q20743342,Vallejo,Q1321,Spanish,NA,surname
Q20743345,Lázaro,Q1321,Spanish,NA,surname
Q20743378,Pargas,Q1321,Spanish,NA,surname
Q20746100,Seibert,Q188,German,NA,surname
Q20747018,Cotelo,Q1321,Spanish,NA,surname
Q20747400,Wigand,Q188,German,NA,surname
Q20748941,Coolidge,Q1860,English,NA,surname
Q20748942,Taft,Q1860,English,NA,surname
Q20748971,Aalders,Q7411,Dutch,NA,surname
Q20751115,Ostáriz,Q1321,Spanish,NA,surname
Q20755488,Tokarev,Q7737,Russian,NA,surname
Q20755580,Pošvář,Q9056,Czech,NA,surname
Q20767296,Butina,Q9063,Slovene,NA,surname
Q20767355,Soban,Q9063,Slovene,NA,surname
Q20767357,Svete,Q9063,Slovene,NA,surname
Q20767358,Srebrnič,Q9063,Slovene,NA,surname
Q20767361,Suhadolc,Q9063,Slovene,NA,surname
Q20767363,Stupica,Q9063,Slovene,NA,surname
Q20767402,Stegnar,Q9063,Slovene,NA,surname
Q20767794,Slivnik,Q9063,Slovene,NA,surname
Q20767927,Slabe,Q9063,Slovene,NA,surname
Q20768294,Turnšek,Q9063,Slovene,NA,surname
Q20768547,Rijavec,Q9063,Slovene,NA,surname
Q20996656,Holofcener,Q1860,English,NA,surname
Q20996729,Bakoyannis,Q9129,Greek,NA,surname
Q20996742,Hosoi,Q5287,Japanese,NA,surname
Q20996757,Hourani,Q13955,Arabic,NA,surname
Q20996759,Hovinen,Q1412,Finnish,NA,surname
Q20996812,Hucker,Q20923490,multiple languages,NA,surname
Q20996831,Huidobro,Q1321,Spanish,NA,surname
Q20996843,Hulkkonen,Q1412,Finnish,NA,surname
Q20996875,Huotari,Q1412,Finnish,NA,surname
Q20996881,Hurford,Q1860,English,NA,surname
Q20996896,Huttunen,Q1412,Finnish,NA,surname
Q20996909,Hynninen,Q1412,Finnish,NA,surname
Q20996913,Hynynen,Q1412,Finnish,NA,surname
Q20996925,Hyvärinen,Q1412,Finnish,NA,surname
Q20996928,Hyytiä,Q1412,Finnish,NA,surname
Q20996931,Ickes,Q20923490,multiple languages,NA,surname
Q20996965,Janecek,Q1860,English,NA,surname
Q20996974,Järvelä,Q1412,Finnish,NA,surname
Q20997014,Junnila,Q1412,Finnish,NA,surname
Q20997022,Kajikawa,Q5287,Japanese,NA,surname
Q20997031,Kavčič,Q9063,Slovene,NA,surname
Q20997070,Kitahara,Q5287,Japanese,NA,surname
Q20997076,Knickerbocker,Q1860,English,NA,surname
Q20997091,Korošec,Q9063,Slovene,NA,surname
Q20997098,Koshiba,Q5287,Japanese,NA,surname
Q20997100,Koskelo,Q1412,Finnish,NA,surname
Q20997133,Lala,Q8748,Albanian,NA,surname
Q20997154,Leach,Q1860,English,NA,surname
Q20997173,Lenkei,Q9067,Hungarian,NA,surname
Q20997179,Leroy,Q150,French,NA,surname
Q20997197,Lillywhite,Q1860,English,NA,surname
Q20997209,Löhr,Q188,German,NA,surname
Q20997215,Longstreet,Q1860,English,NA,surname
Q20997235,Luts,Q9072,Estonian,NA,surname
Q20997270,Mărăcineanu,Q7913,Romanian,NA,surname
Q20997295,Maslin,Q1860,English,NA,surname
Q20997326,Meder,Q188,German,NA,surname
Q20997387,Moleiro,Q5146,Portuguese,NA,surname
Q20997405,Morphett,Q1860,English,NA,surname
Q20997408,Moulin,Q150,French,NA,surname
Q20997431,Mylläri,Q1412,Finnish,NA,surname
Q20997452,Nakae,Q5287,Japanese,NA,surname
Q20997455,Nakatsuka,Q5287,Japanese,NA,surname
Q20997461,Naveira,Q1321,Spanish,NA,surname
Q20997483,Nestorović,Q9299,Serbian,NA,surname
Q20997495,Nishina,Q5287,Japanese,NA,surname
Q20997500,Chabaud,Q150,French,NA,surname
Q20997502,Nogami,Q5287,Japanese,NA,surname
Q20997511,Nuttall,Q1860,English,NA,surname
Q20997526,O'Farrill,Q1321,Spanish,NA,surname
Q20997554,Oquendo,Q1321,Spanish,NA,surname
Q20997606,Pelz,Q188,German,NA,surname
Q20997623,Pignatelli,Q652,Italian,NA,surname
Q20997640,Plumb,Q1860,English,NA,surname
Q20997660,Pothier,Q150,French,NA,surname
Q20997680,Primmer,Q1860,English,NA,surname
Q20997689,Proux,Q150,French,NA,surname
Q20997706,Raudsepp,Q9072,Estonian,NA,surname
Q20997751,Romberger,Q188,German,NA,surname
Q20997777,Ryden,Q1860,English,NA,surname
Q20997786,Saikawa,Q5287,Japanese,NA,surname
Q20997811,Santucci,Q652,Italian,NA,surname
Q20997821,Sasano,Q5287,Japanese,NA,surname
Q20997861,Sekido,Q5287,Japanese,NA,surname
Q20997871,Senuma,Q5287,Japanese,NA,surname
Q20997880,Shakespeare,Q1860,English,NA,surname
Q20997907,Skelly,Q1860,English,NA,surname
Q20997989,Strel,Q9063,Slovene,NA,surname
Q20998041,Szakács,Q9067,Hungarian,NA,surname
Q20998046,Takahata,Q5287,Japanese,NA,surname
Q20998049,Takasugi,Q5287,Japanese,NA,surname
Q20998052,Takeba,Q5287,Japanese,NA,surname
Q20998056,Takesaki,Q5287,Japanese,NA,surname
Q20998062,Tanimura,Q5287,Japanese,NA,surname
Q20998068,Tartt,Q1860,English,NA,surname
Q20998071,Tashima,Q5287,Japanese,NA,surname
Q20998084,Terashima,Q5287,Japanese,NA,surname
Q20998108,Tonomura,Q5287,Japanese,NA,surname
Q20998114,Topor,Q7913,Romanian,NA,surname
Q20998145,Tuson,Q1860,English,NA,surname
Q20998155,Ubukata,Q5287,Japanese,NA,surname
Q20520019,Sočan,Q9063,Slovene,NA,surname
Q20520020,Bratanič,Q9063,Slovene,NA,surname
Q20520021,Šmid,Q9063,Slovene,NA,surname
Q20520022,Musevski,Q9063,Slovene,NA,surname
Q20520023,Grošelj,Q9063,Slovene,NA,surname
Q20520024,Bratina,Q9063,Slovene,NA,surname
Q20520030,Spacal,Q9063,Slovene,NA,surname
Q20520032,Mužina,Q9063,Slovene,NA,surname
Q20520033,Gulič,Q9063,Slovene,NA,surname
Q20520035,Šmuc,Q9063,Slovene,NA,surname
Q20520037,Gumzej,Q9063,Slovene,NA,surname
Q20520041,Šnuderl,Q9063,Slovene,NA,surname
Q20520043,Gustinčič,Q9063,Slovene,NA,surname
Q20520044,Bratkovič,Q9063,Slovene,NA,surname
Q20520046,Šober,Q9063,Slovene,NA,surname
Q20520047,Nabergoj,Q9063,Slovene,NA,surname
Q20520048,Guzelj,Q9063,Slovene,NA,surname
Q20520049,Bračko,Q9063,Slovene,NA,surname
Q20520057,Šolar,Q9063,Slovene,NA,surname
Q20520059,Brelih,Q9063,Slovene,NA,surname
Q20520060,Spruk,Q9063,Slovene,NA,surname
Q20520063,Bremec,Q9063,Slovene,NA,surname
Q20520066,Nakrst,Q9063,Slovene,NA,surname
Q20520067,Brezovar,Q9063,Slovene,NA,surname
Q20520070,Nanut,Q9063,Slovene,NA,surname
Q20520071,Habič,Q9063,Slovene,NA,surname
Q20520073,Stabej,Q9063,Slovene,NA,surname
Q20520074,Brečko,Q9063,Slovene,NA,surname
Q20520075,Habjan,Q9063,Slovene,NA,surname
Q20520076,Šporar,Q9063,Slovene,NA,surname
Q20520078,Breščak,Q9063,Slovene,NA,surname
Q20520079,Stamejčič,Q9063,Slovene,NA,surname
Q20520080,Habjanič,Q9063,Slovene,NA,surname
Q20520081,Brglez,Q9063,Slovene,NA,surname
Q20520082,Šrimpf,Q9063,Slovene,NA,surname
Q20520084,Navinšek,Q9063,Slovene,NA,surname
Q20520089,Šrot,Q9063,Slovene,NA,surname
Q20520091,Stanič,Q9063,Slovene,NA,surname
Q20520092,Štalec,Q9063,Slovene,NA,surname
Q20520093,Nemours,Q150,French,NA,surname
Q20520097,Nerat,Q9063,Slovene,NA,surname
Q20520099,Štampe,Q9063,Slovene,NA,surname
Q20520101,Brulc,Q9063,Slovene,NA,surname
Q20520106,Brumat,Q9063,Slovene,NA,surname
Q20520108,Štefančič,Q9063,Slovene,NA,surname
Q20520111,Brumec,Q9063,Slovene,NA,surname
Q20520113,Štempihar,Q9063,Slovene,NA,surname
Q20520115,Brumen,Q9063,Slovene,NA,surname
Q20520116,Stančič,Q9063,Slovene,NA,surname
Q20520118,Šter,Q9063,Slovene,NA,surname
Q20520124,Štirn,Q9063,Slovene,NA,surname
Q20520125,Starešinič,Q9063,Slovene,NA,surname
Q20520128,Štor,Q9063,Slovene,NA,surname
Q20520130,Herzog,Q188,German,NA,surname
Q20520134,Bručan,Q9063,Slovene,NA,surname
Q20520136,Stariha,Q9063,Slovene,NA,surname
Q20520141,Starič,Q9063,Slovene,NA,surname
Q20520142,Brvar,Q9063,Slovene,NA,surname
Q20520143,Noe,Q9063,Slovene,NA,surname
Q20520144,Štoviček,Q9063,Slovene,NA,surname
Q20520145,Hodžar,Q9063,Slovene,NA,surname
Q20520147,Stefančič,Q9063,Slovene,NA,surname
Q20520148,Štrancar,Q9063,Slovene,NA,surname
Q20520152,Štravs,Q9063,Slovene,NA,surname
Q20520155,Brzin,Q9063,Slovene,NA,surname
Q20520157,Štrekelj,Q9063,Slovene,NA,surname
Q20520158,Stergar,Q9063,Slovene,NA,surname
Q20520161,Hozjan,Q9063,Slovene,NA,surname
Q20520165,Sterle,Q9063,Slovene,NA,surname
Q20520166,Noč,Q9063,Slovene,NA,surname
Q20520167,Štular,Q9063,Slovene,NA,surname
Q20520169,Sterligov,Q7737,Russian,NA,surname
Q20520170,Šubic,Q9063,Slovene,NA,surname
Q20520174,Hrastar,Q9063,Slovene,NA,surname
Q20520175,Šuklje,Q9063,Slovene,NA,surname
Q20520178,Butinar,Q9063,Slovene,NA,surname
Q20520181,Šuligoj,Q9063,Slovene,NA,surname
