lang,air,tn,fp,fn,tp,t_val,p_val,book,transformer
Amis,0.5436372501218918,0.5436372501218918,1.96794208893485,0.9019607843137255,1.0000918703892547,16.454,8.615407597993842e-61,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
