precision,recall,f1,number,lang,book,transformer
0.9479371316306483,0.6394963552021206,0.7637514839730906,3018,English,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9193976970770593,0.34393638170974156,0.5006028454304317,3018,Amis,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.14444444444444443,0.004307488402915839,0.008365508365508367,3018,Saisiyat,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9536178107606679,0.681245858184228,0.7947429454967143,3018,Icelandic,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9443478260869566,0.5397614314115308,0.6869070208728653,3018,Finnish,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9508373851971907,0.583167660702452,0.722941055658246,3018,Greek,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9312688821752266,0.4085487077534791,0.5679410409949333,3018,Hebrew,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9319781078967944,0.3949635520212061,0.5548056783802654,3018,Chinese,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
0.9294975688816856,0.38005301524188206,0.539510818438382,3018,Korean,Adventures_of_Huckleberry_Finn,Davlanxlmrobertabasenerhrl
